user_id,precision_at_10,recall_at_10,hit_rate_at_10,map_at_10,ndcg_at_10,genre_diversity,history_size,relevant_items,user_segment
44,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,192,1,Very Heavy (26+)
45,0.0,0.0,0.0,0.0,0.0,0.0,295,1,Very Heavy (26+)
46,0.0,0.0,0.0,0.0,0.0,0.0,40,1,Very Heavy (26+)
47,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,19,1,Heavy (11-25)
48,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,596,1,Very Heavy (26+)
49,0.0,0.0,0.0,0.0,0.0,0.0,104,1,Very Heavy (26+)
50,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,40,1,Very Heavy (26+)
51,0.0,0.0,0.0,0.0,0.0,0.0,38,1,Very Heavy (26+)
52,0.0,0.0,0.0,0.0,0.0,0.0,78,1,Very Heavy (26+)
53,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,683,1,Very Heavy (26+)
54,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,38,1,Very Heavy (26+)
55,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,24,1,Heavy (11-25)
56,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,65,1,Very Heavy (26+)
57,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,60,1,Very Heavy (26+)
58,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,413,1,Very Heavy (26+)
59,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,207,1,Very Heavy (26+)
60,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,67,1,Very Heavy (26+)
61,0.0,0.0,0.0,0.0,0.0,0.4,29,1,Very Heavy (26+)
62,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,497,1,Very Heavy (26+)
63,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,97,1,Very Heavy (26+)
64,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,25,1,Heavy (11-25)
65,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,120,1,Very Heavy (26+)
66,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,25,1,Heavy (11-25)
67,0.0,0.0,0.0,0.0,0.0,0.0,63,1,Very Heavy (26+)
68,0.0,0.0,0.0,0.0,0.0,0.0,70,1,Very Heavy (26+)
69,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,64,1,Very Heavy (26+)
70,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,53,1,Very Heavy (26+)
71,0.0,0.0,0.0,0.0,0.0,0.2,25,1,Heavy (11-25)
72,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,41,1,Very Heavy (26+)
73,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,253,1,Very Heavy (26+)
74,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,38,1,Very Heavy (26+)
75,0.0,0.0,0.0,0.0,0.0,0.2,173,1,Very Heavy (26+)
76,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,84,1,Very Heavy (26+)
77,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,34,1,Very Heavy (26+)
78,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,130,1,Very Heavy (26+)
79,0.0,0.0,0.0,0.0,0.0,0.4,22,1,Heavy (11-25)
80,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,47,1,Very Heavy (26+)
81,0.0,0.0,0.0,0.0,0.0,0.0,84,1,Very Heavy (26+)
82,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,115,1,Very Heavy (26+)
83,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,88,1,Very Heavy (26+)
84,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,29,1,Very Heavy (26+)
85,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,35,1,Very Heavy (26+)
86,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,46,1,Very Heavy (26+)
87,0.1,1.0,1.0,1.0,1.0,0.0,57,1,Very Heavy (26+)
88,0.0,0.0,0.0,0.0,0.0,0.0,62,1,Very Heavy (26+)
89,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,16,1,Heavy (11-25)
90,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,224,1,Very Heavy (26+)
91,0.1,1.0,1.0,1.0,1.0,0.0,41,1,Very Heavy (26+)
92,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,424,1,Very Heavy (26+)
93,0.0,0.0,0.0,0.0,0.0,0.0,199,1,Very Heavy (26+)
94,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,15,1,Heavy (11-25)
95,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,97,1,Very Heavy (26+)
96,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,80,1,Very Heavy (26+)
97,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,153,1,Very Heavy (26+)
98,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,18,1,Heavy (11-25)
99,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,105,1,Very Heavy (26+)
100,0.0,0.0,0.0,0.0,0.0,0.0,73,1,Very Heavy (26+)
101,0.0,0.0,0.0,0.0,0.0,0.0,105,1,Very Heavy (26+)
102,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,130,1,Very Heavy (26+)
103,0.0,0.0,0.0,0.0,0.0,0.0,112,1,Very Heavy (26+)
104,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,44,1,Very Heavy (26+)
105,0.0,0.0,0.0,0.0,0.0,0.0,56,1,Very Heavy (26+)
106,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,43,1,Very Heavy (26+)
107,0.0,0.0,0.0,0.0,0.0,0.2,115,1,Very Heavy (26+)
108,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,34,1,Very Heavy (26+)
109,0.1,1.0,1.0,0.1111111111111111,0.3010299956639812,0.5333333333333333,80,1,Very Heavy (26+)
110,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,76,1,Very Heavy (26+)
111,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,90,1,Very Heavy (26+)
112,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,54,1,Very Heavy (26+)
113,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,67,1,Very Heavy (26+)
114,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,97,1,Very Heavy (26+)
115,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,35,1,Very Heavy (26+)
116,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,83,1,Very Heavy (26+)
117,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,503,1,Very Heavy (26+)
118,0.0,0.0,0.0,0.0,0.0,0.0,220,1,Very Heavy (26+)
119,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,104,1,Very Heavy (26+)
120,0.1,1.0,1.0,0.5,0.6309297535714575,0.5333333333333333,60,1,Very Heavy (26+)
121,0.0,0.0,0.0,0.0,0.0,0.0,69,1,Very Heavy (26+)
122,0.0,0.0,0.0,0.0,0.0,0.0,42,1,Very Heavy (26+)
123,0.0,0.0,0.0,0.0,0.0,0.4,607,1,Very Heavy (26+)
124,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,22,1,Heavy (11-25)
125,0.0,0.0,0.0,0.0,0.0,0.0,70,1,Very Heavy (26+)
126,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,50,1,Very Heavy (26+)
127,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,171,1,Very Heavy (26+)
128,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,21,1,Heavy (11-25)
129,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,156,1,Very Heavy (26+)
130,0.0,0.0,0.0,0.0,0.0,0.0,129,1,Very Heavy (26+)
131,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,292,1,Very Heavy (26+)
132,0.1,1.0,1.0,0.25,0.43067655807339306,0.0,81,1,Very Heavy (26+)
133,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,167,1,Very Heavy (26+)
134,0.0,0.0,0.0,0.0,0.0,0.0,182,1,Very Heavy (26+)
135,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,67,1,Very Heavy (26+)
136,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,374,1,Very Heavy (26+)
137,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,200,1,Very Heavy (26+)
138,0.0,0.0,0.0,0.0,0.0,0.6,58,1,Very Heavy (26+)
139,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,244,1,Very Heavy (26+)
140,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,53,1,Very Heavy (26+)
141,0.0,0.0,0.0,0.0,0.0,0.6444444444444445,21,1,Heavy (11-25)
142,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,45,1,Very Heavy (26+)
143,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,67,1,Very Heavy (26+)
144,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,31,1,Very Heavy (26+)
145,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,35,1,Very Heavy (26+)
146,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,425,1,Very Heavy (26+)
147,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,184,1,Very Heavy (26+)
148,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,622,1,Very Heavy (26+)
149,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,591,1,Very Heavy (26+)
150,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,230,1,Very Heavy (26+)
151,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,470,1,Very Heavy (26+)
152,0.0,0.0,0.0,0.0,0.0,0.0,22,1,Heavy (11-25)
153,0.0,0.0,0.0,0.0,0.0,0.0,25,1,Heavy (11-25)
154,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,37,1,Very Heavy (26+)
155,0.0,0.0,0.0,0.0,0.0,0.0,95,1,Very Heavy (26+)
156,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,146,1,Very Heavy (26+)
157,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.5555555555555556,425,1,Very Heavy (26+)
158,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,15,1,Heavy (11-25)
159,0.0,0.0,0.0,0.0,0.0,0.0,33,1,Very Heavy (26+)
160,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,17,1,Heavy (11-25)
161,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,295,1,Very Heavy (26+)
162,0.0,0.0,0.0,0.0,0.0,0.2,106,1,Very Heavy (26+)
163,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,497,1,Very Heavy (26+)
164,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,25,1,Heavy (11-25)
165,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,109,1,Very Heavy (26+)
166,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,409,1,Very Heavy (26+)
167,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,54,1,Very Heavy (26+)
168,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,25,1,Heavy (11-25)
169,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,550,1,Very Heavy (26+)
170,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,85,1,Very Heavy (26+)
171,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,21,1,Heavy (11-25)
172,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,18,1,Heavy (11-25)
173,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,560,1,Very Heavy (26+)
174,0.0,0.0,0.0,0.0,0.0,0.0,92,1,Very Heavy (26+)
175,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,313,1,Very Heavy (26+)
176,0.0,0.0,0.0,0.0,0.0,0.0,77,1,Very Heavy (26+)
177,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,42,1,Very Heavy (26+)
178,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,114,1,Very Heavy (26+)
179,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,78,1,Very Heavy (26+)
180,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,56,1,Very Heavy (26+)
181,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,300,1,Very Heavy (26+)
182,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,80,1,Very Heavy (26+)
183,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,98,1,Very Heavy (26+)
184,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,77,1,Very Heavy (26+)
185,0.0,0.0,0.0,0.0,0.0,0.0,49,1,Very Heavy (26+)
186,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,121,1,Very Heavy (26+)
187,0.0,0.0,0.0,0.0,0.0,0.0,414,1,Very Heavy (26+)
188,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.28888888888888886,68,1,Very Heavy (26+)
189,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,30,1,Very Heavy (26+)
190,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,145,1,Very Heavy (26+)
191,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,27,1,Very Heavy (26+)
192,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,524,1,Very Heavy (26+)
193,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,240,1,Very Heavy (26+)
194,0.0,0.0,0.0,0.0,0.0,0.0,57,1,Very Heavy (26+)
195,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,816,1,Very Heavy (26+)
196,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,30,1,Very Heavy (26+)
197,0.1,1.0,1.0,1.0,1.0,0.35555555555555557,21,1,Heavy (11-25)
198,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,376,1,Very Heavy (26+)
199,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,401,1,Very Heavy (26+)
200,0.0,0.0,0.0,0.0,0.0,0.0,23,1,Heavy (11-25)
201,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,86,1,Very Heavy (26+)
202,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,659,1,Very Heavy (26+)
203,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,122,1,Very Heavy (26+)
204,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,445,1,Very Heavy (26+)
205,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,152,1,Very Heavy (26+)
206,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,22,1,Heavy (11-25)
207,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,20,1,Heavy (11-25)
208,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,182,1,Very Heavy (26+)
209,0.0,0.0,0.0,0.0,0.0,0.0,20,1,Heavy (11-25)
210,0.0,0.0,0.0,0.0,0.0,0.0,103,1,Very Heavy (26+)
211,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,32,1,Very Heavy (26+)
212,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,107,1,Very Heavy (26+)
213,0.0,0.0,0.0,0.0,0.0,0.0,21,1,Heavy (11-25)
214,0.0,0.0,0.0,0.0,0.0,0.0,140,1,Very Heavy (26+)
215,0.0,0.0,0.0,0.0,0.0,0.0,33,1,Very Heavy (26+)
216,0.0,0.0,0.0,0.0,0.0,0.4888888888888889,782,1,Very Heavy (26+)
217,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,19,1,Heavy (11-25)
218,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,79,1,Very Heavy (26+)
219,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,33,1,Very Heavy (26+)
220,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,101,1,Very Heavy (26+)
221,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,27,1,Very Heavy (26+)
222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,78,1,Very Heavy (26+)
223,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,254,1,Very Heavy (26+)
224,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,201,1,Very Heavy (26+)
225,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,505,1,Very Heavy (26+)
226,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,19,1,Heavy (11-25)
227,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,27,1,Very Heavy (26+)
228,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,30,1,Very Heavy (26+)
229,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,211,1,Very Heavy (26+)
230,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,178,1,Very Heavy (26+)
231,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,88,1,Very Heavy (26+)
232,0.0,0.0,0.0,0.0,0.0,0.0,85,1,Very Heavy (26+)
233,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,52,1,Very Heavy (26+)
234,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,28,1,Very Heavy (26+)
235,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,439,1,Very Heavy (26+)
236,0.1,1.0,1.0,0.25,0.43067655807339306,0.37777777777777777,56,1,Very Heavy (26+)
237,0.0,0.0,0.0,0.0,0.0,0.4,165,1,Very Heavy (26+)
238,0.0,0.0,0.0,0.0,0.0,0.0,255,1,Very Heavy (26+)
239,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,70,1,Very Heavy (26+)
240,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,137,1,Very Heavy (26+)
241,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,53,1,Very Heavy (26+)
242,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,270,1,Very Heavy (26+)
243,0.0,0.0,0.0,0.0,0.0,0.0,30,1,Very Heavy (26+)
244,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,81,1,Very Heavy (26+)
245,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,753,1,Very Heavy (26+)
246,0.0,0.0,0.0,0.0,0.0,0.0,28,1,Very Heavy (26+)
247,0.0,0.0,0.0,0.0,0.0,0.0,29,1,Very Heavy (26+)
248,0.0,0.0,0.0,0.0,0.0,0.0,32,1,Very Heavy (26+)
249,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,109,1,Very Heavy (26+)
250,0.0,0.0,0.0,0.0,0.0,0.2,19,1,Heavy (11-25)
251,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,72,1,Very Heavy (26+)
252,0.0,0.0,0.0,0.0,0.0,0.0,58,1,Very Heavy (26+)
253,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,52,1,Very Heavy (26+)
254,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,22,1,Heavy (11-25)
255,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,242,1,Very Heavy (26+)
256,0.0,0.0,0.0,0.0,0.0,0.0,93,1,Very Heavy (26+)
257,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,52,1,Very Heavy (26+)
258,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,144,1,Very Heavy (26+)
259,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,138,1,Very Heavy (26+)
260,0.0,0.0,0.0,0.0,0.0,0.0,143,1,Very Heavy (26+)
261,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,350,1,Very Heavy (26+)
262,0.0,0.0,0.0,0.0,0.0,0.0,99,1,Very Heavy (26+)
263,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,91,1,Very Heavy (26+)
264,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,473,1,Very Heavy (26+)
265,0.0,0.0,0.0,0.0,0.0,0.2,96,1,Very Heavy (26+)
266,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,48,1,Very Heavy (26+)
267,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,130,1,Very Heavy (26+)
268,0.0,0.0,0.0,0.0,0.0,0.0,258,1,Very Heavy (26+)
269,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,28,1,Very Heavy (26+)
270,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,124,1,Very Heavy (26+)
271,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,309,1,Very Heavy (26+)
272,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,481,1,Very Heavy (26+)
273,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,183,1,Very Heavy (26+)
274,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,147,1,Very Heavy (26+)
275,0.1,1.0,1.0,0.5,0.6309297535714575,0.4222222222222222,87,1,Very Heavy (26+)
276,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,21,1,Heavy (11-25)
277,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,19,1,Heavy (11-25)
278,0.0,0.0,0.0,0.0,0.0,0.0,195,1,Very Heavy (26+)
279,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,34,1,Very Heavy (26+)
280,0.0,0.0,0.0,0.0,0.0,0.0,46,1,Very Heavy (26+)
281,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,108,1,Very Heavy (26+)
282,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,23,1,Heavy (11-25)
283,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,25,1,Heavy (11-25)
284,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,469,1,Very Heavy (26+)
285,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,124,1,Very Heavy (26+)
286,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,39,1,Very Heavy (26+)
287,0.0,0.0,0.0,0.0,0.0,0.4,102,1,Very Heavy (26+)
288,0.0,0.0,0.0,0.0,0.0,0.0,50,1,Very Heavy (26+)
289,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,72,1,Very Heavy (26+)
290,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,24,1,Heavy (11-25)
291,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,101,1,Very Heavy (26+)
292,0.0,0.0,0.0,0.0,0.0,0.0,40,1,Very Heavy (26+)
293,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,316,1,Very Heavy (26+)
294,0.0,0.0,0.0,0.0,0.0,0.0,44,1,Very Heavy (26+)
295,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,188,1,Very Heavy (26+)
296,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,93,1,Very Heavy (26+)
297,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,85,1,Very Heavy (26+)
298,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,23,1,Heavy (11-25)
299,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,99,1,Very Heavy (26+)
300,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,245,1,Very Heavy (26+)
301,0.1,1.0,1.0,0.3333333333333333,0.5,0.13333333333333333,351,1,Very Heavy (26+)
302,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,786,1,Very Heavy (26+)
303,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,207,1,Very Heavy (26+)
304,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,23,1,Heavy (11-25)
305,0.0,0.0,0.0,0.0,0.0,0.0,146,1,Very Heavy (26+)
306,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,192,1,Very Heavy (26+)
307,0.0,0.0,0.0,0.0,0.0,0.0,178,1,Very Heavy (26+)
308,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,501,1,Very Heavy (26+)
309,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,122,1,Very Heavy (26+)
