user_id,model,precision_at_10,recall_at_10,hit_rate_at_10,map_at_10,ndcg_at_10,genre_diversity
104,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
104,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
105,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
105,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
106,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
106,Hybrid,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
107,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
107,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2
108,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
108,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
109,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
109,Hybrid,0.1,1.0,1.0,0.1111111111111111,0.3010299956639812,0.5333333333333333
110,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
110,Hybrid,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
111,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
111,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
112,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
112,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
113,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
113,Hybrid,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
114,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
114,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
115,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
115,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
116,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
116,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
117,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
117,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
118,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
118,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
119,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
119,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
120,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
120,Hybrid,0.1,1.0,1.0,0.5,0.6309297535714575,0.5333333333333333
121,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
121,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
122,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
122,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
123,Popularity,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
123,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4
124,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
124,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
125,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
125,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
126,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
126,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
127,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
127,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
128,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
128,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
129,Popularity,0.0,0.0,0.0,0.0,0.0,0.6222222222222222
129,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
130,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
130,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
131,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
131,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
132,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
132,Hybrid,0.1,1.0,1.0,0.25,0.43067655807339306,0.0
133,Popularity,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
133,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
134,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
134,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
135,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
135,Hybrid,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
136,Popularity,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
136,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
137,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
137,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
138,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
138,Hybrid,0.0,0.0,0.0,0.0,0.0,0.6
139,Popularity,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
139,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
140,Popularity,0.1,1.0,1.0,0.2,0.38685280723454163,0.4222222222222222
140,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
141,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
141,Hybrid,0.0,0.0,0.0,0.0,0.0,0.6444444444444445
142,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
142,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
143,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
143,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
144,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
144,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
145,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
145,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
146,Popularity,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
146,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
147,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
147,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
148,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
148,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
149,Popularity,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
149,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
150,Popularity,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
150,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
151,Popularity,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
151,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
152,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
152,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
153,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
153,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
154,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
154,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
155,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
155,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
156,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
156,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
157,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
157,Hybrid,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.5555555555555556
158,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
158,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
159,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
159,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
160,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
160,Hybrid,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
161,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
161,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
162,Popularity,0.0,0.0,0.0,0.0,0.0,0.4
162,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2
163,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
163,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
164,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
164,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
165,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
165,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
166,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
166,Hybrid,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
167,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
167,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
168,Popularity,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
168,Hybrid,0.0,0.0,0.0,0.0,0.0,0.37777777777777777
169,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
169,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
170,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
170,Hybrid,0.0,0.0,0.0,0.0,0.0,0.044444444444444446
171,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
171,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
172,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
172,Hybrid,0.0,0.0,0.0,0.0,0.0,0.6222222222222222
173,Popularity,0.0,0.0,0.0,0.0,0.0,0.35555555555555557
173,Hybrid,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
174,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
174,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
175,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
175,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
176,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
176,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
177,Popularity,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
177,Hybrid,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
178,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
178,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
179,Popularity,0.1,1.0,1.0,0.25,0.43067655807339306,0.3111111111111111
179,Hybrid,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
180,Popularity,0.0,0.0,0.0,0.0,0.0,0.2
180,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
181,Popularity,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
181,Hybrid,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
182,Popularity,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.4
182,Hybrid,0.0,0.0,0.0,0.0,0.0,0.17777777777777778
183,Popularity,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
183,Hybrid,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
184,Popularity,0.0,0.0,0.0,0.0,0.0,0.3111111111111111
184,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5777777777777777
185,Popularity,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
185,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
186,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
186,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4222222222222222
187,Popularity,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
187,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
188,Popularity,0.0,0.0,0.0,0.0,0.0,0.28888888888888886
188,Hybrid,0.1,1.0,1.0,0.14285714285714285,0.3333333333333333,0.28888888888888886
189,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
189,Hybrid,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
190,Popularity,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
190,Hybrid,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
191,Popularity,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
191,Hybrid,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
192,Popularity,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
192,Hybrid,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
193,Popularity,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
193,Hybrid,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
194,Popularity,0.0,0.0,0.0,0.0,0.0,0.24444444444444444
194,Hybrid,0.0,0.0,0.0,0.0,0.0,0.0
