user_id,rating_count,unique_movies,average_rating,first_rating_date,last_rating_date,recency_days,active_span_days,simulated_sessions,simulated_events,simulated_plays,simulated_completes,simulated_watch_seconds,simulated_avg_watch_seconds,simulated_completion_rate,simulated_engagement_days,simulated_event_span_days,simulated_engagement_frequency,simulated_plays_per_session,simulated_watch_hours,genre_pref_action,genre_pref_adventure,genre_pref_animation,genre_pref_children's,genre_pref_comedy,genre_pref_crime,genre_pref_documentary,genre_pref_drama,genre_pref_fantasy,genre_pref_film_noir,genre_pref_horror,genre_pref_musical,genre_pref_mystery,genre_pref_romance,genre_pref_sci_fi,genre_pref_thriller,genre_pref_war,genre_pref_western
11,137,137,3.2773722627737225,2000-12-30,2001-01-07,781,7,2,114,40,25,215027,5375.675,0.625,3,8,0.375,20.0,59.72972222222222,0.06569343065693431,0.058394160583941604,0.0072992700729927005,0.043795620437956206,0.6131386861313869,0.051094890510948905,0.014598540145985401,0.39416058394160586,0.014598540145985401,0.0,0.029197080291970802,0.021897810218978103,0.021897810218978103,0.16058394160583941,0.029197080291970802,0.13138686131386862,0.029197080291970802,0.0072992700729927005
12,23,23,3.8260869565217392,2000-12-30,2000-12-30,789,0,1,23,8,5,40583,5072.875,0.625,1,1,1.0,8.0,11.273055555555555,0.2608695652173913,0.13043478260869565,0.0,0.043478260869565216,0.30434782608695654,0.2608695652173913,0.0,0.5217391304347826,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.0
13,108,108,3.388888888888889,2000-12-30,2000-12-30,789,0,1,87,30,18,138511,4617.033333333334,0.6,1,1,1.0,30.0,38.47527777777778,0.6111111111111112,0.6944444444444444,0.018518518518518517,0.1111111111111111,0.16666666666666666,0.07407407407407407,0.0,0.2037037037037037,0.12962962962962962,0.009259259259259259,0.027777777777777776,0.018518518518518517,0.037037037037037035,0.12037037037037036,0.3425925925925926,0.18518518518518517,0.08333333333333333,0.027777777777777776
14,25,25,3.32,2000-12-30,2000-12-30,789,0,1,14,4,2,22040,5510.0,0.5,1,1,1.0,4.0,6.122222222222222,0.16,0.0,0.0,0.0,0.32,0.12,0.0,0.52,0.0,0.0,0.16,0.0,0.04,0.24,0.08,0.16,0.04,0.0
15,201,201,3.3233830845771144,2000-12-30,2001-01-01,788,1,2,178,66,33,296967,4499.5,0.5,1,1,1.0,33.0,82.49083333333333,0.27860696517412936,0.11442786069651742,0.009950248756218905,0.014925373134328358,0.31343283582089554,0.15920398009950248,0.0,0.39303482587064675,0.03482587064676617,0.009950248756218905,0.04975124378109453,0.01990049751243781,0.0945273631840796,0.12437810945273632,0.08955223880597014,0.31343283582089554,0.06467661691542288,0.014925373134328358
16,35,35,3.0285714285714285,2000-12-30,2000-12-30,790,0,1,27,10,7,48941,4894.1,0.7,1,1,1.0,10.0,13.594722222222222,0.2,0.14285714285714285,0.11428571428571428,0.11428571428571428,0.6285714285714286,0.02857142857142857,0.0,0.11428571428571428,0.0,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.3142857142857143,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.05714285714285714
17,211,211,4.075829383886256,2000-12-30,2000-12-30,790,0,1,200,70,45,355371,5076.728571428572,0.6428571428571429,1,1,1.0,70.0,98.71416666666667,0.2985781990521327,0.16587677725118483,0.04739336492890995,0.052132701421800945,0.15639810426540285,0.10426540284360189,0.004739336492890996,0.32701421800947866,0.04265402843601896,0.05687203791469194,0.0947867298578199,0.009478672985781991,0.04265402843601896,0.07109004739336493,0.5497630331753555,0.26540284360189575,0.05687203791469194,0.009478672985781991
18,305,305,3.6491803278688524,2000-12-30,2000-12-30,790,0,1,284,101,58,480906,4761.445544554455,0.5742574257425742,1,1,1.0,101.0,133.585,0.4163934426229508,0.26557377049180325,0.1377049180327869,0.25573770491803277,0.26229508196721313,0.10819672131147541,0.0,0.3377049180327869,0.10819672131147541,0.009836065573770493,0.022950819672131147,0.07213114754098361,0.02622950819672131,0.14426229508196722,0.14426229508196722,0.1377049180327869,0.06885245901639345,0.029508196721311476
19,255,255,3.5725490196078433,2000-12-30,2001-07-08,600,189,10,198,70,37,330865,4726.642857142857,0.5285714285714286,9,190,0.04736842105263158,7.0,91.90694444444445,0.38823529411764707,0.17254901960784313,0.11764705882352941,0.11764705882352941,0.2901960784313726,0.058823529411764705,0.00392156862745098,0.15294117647058825,0.03137254901960784,0.00392156862745098,0.22745098039215686,0.06666666666666667,0.03529411764705882,0.08235294117647059,0.21176470588235294,0.20392156862745098,0.0392156862745098,0.00784313725490196
20,24,24,4.083333333333333,2000-12-30,2001-12-29,425,364,2,24,7,5,39511,5644.428571428572,0.7142857142857143,2,364,0.005494505494505495,3.5,10.975277777777778,0.7083333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.20833333333333334,0.0,0.25,0.0,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.08333333333333333,0.375,0.375,0.125,0.0
21,22,22,2.909090909090909,2000-12-30,2000-12-30,790,0,1,14,5,2,21817,4363.4,0.4,2,1,2.0,5.0,6.060277777777777,0.22727272727272727,0.22727272727272727,0.6363636363636364,0.36363636363636365,0.3181818181818182,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.045454545454545456
22,297,297,3.0673400673400675,2000-12-29,2001-05-29,640,150,5,170,61,25,268460,4400.983606557377,0.4098360655737705,5,150,0.03333333333333333,12.2,74.57222222222222,0.35353535353535354,0.1717171717171717,0.037037037037037035,0.06397306397306397,0.4713804713804714,0.08080808080808081,0.003367003367003367,0.18518518518518517,0.04377104377104377,0.006734006734006734,0.10437710437710437,0.020202020202020204,0.037037037037037035,0.10101010101010101,0.19528619528619529,0.2962962962962963,0.04713804713804714,0.013468013468013467
23,304,304,3.3157894736842106,2000-12-29,2001-06-28,610,180,3,258,90,49,422565,4695.166666666667,0.5444444444444444,3,180,0.016666666666666666,30.0,117.37916666666666,0.3256578947368421,0.17434210526315788,0.04276315789473684,0.07236842105263158,0.3026315789473684,0.17763157894736842,0.01644736842105263,0.23684210526315788,0.09210526315789473,0.029605263157894735,0.09868421052631579,0.01644736842105263,0.049342105263157895,0.08881578947368421,0.3651315789473684,0.3256578947368421,0.03618421052631579,0.006578947368421052
24,136,136,3.948529411764706,2000-12-29,2001-04-01,697,92,2,162,57,38,287350,5041.228070175439,0.6666666666666666,3,92,0.03260869565217391,28.5,79.81944444444444,0.20588235294117646,0.19117647058823528,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.09558823529411764,0.007352941176470588,0.4852941176470588,0.04411764705882353,0.007352941176470588,0.022058823529411766,0.051470588235294115,0.007352941176470588,0.27941176470588236,0.10294117647058823,0.03676470588235294,0.07352941176470588,0.022058823529411766
25,85,85,3.7411764705882353,2000-12-29,2001-01-01,787,2,2,78,29,16,140090,4830.689655172414,0.5517241379310345,2,3,0.6666666666666666,14.5,38.91388888888889,0.5294117647058824,0.3176470588235294,0.10588235294117647,0.09411764705882353,0.3176470588235294,0.023529411764705882,0.011764705882352941,0.2235294117647059,0.07058823529411765,0.011764705882352941,0.03529411764705882,0.011764705882352941,0.011764705882352941,0.058823529411764705,0.5058823529411764,0.18823529411764706,0.15294117647058825,0.011764705882352941
26,400,400,2.96,2000-12-29,2001-01-01,787,2,4,264,94,45,437047,4649.436170212766,0.4787234042553192,4,2,2.0,23.5,121.40194444444444,0.1675,0.0875,0.03,0.0775,0.5425,0.03,0.0,0.345,0.035,0.0025,0.0325,0.035,0.0325,0.255,0.0825,0.12,0.035,0.02
27,70,70,4.171428571428572,2000-12-29,2000-12-29,790,0,1,73,26,18,136218,5239.153846153846,0.6923076923076923,1,1,1.0,26.0,37.83833333333333,0.1,0.12857142857142856,0.04285714285714286,0.08571428571428572,0.35714285714285715,0.08571428571428572,0.0,0.35714285714285715,0.12857142857142856,0.2,0.02857142857142857,0.014285714285714285,0.05714285714285714,0.12857142857142856,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.02857142857142857
28,107,107,3.7570093457943927,2000-12-29,2001-01-08,780,9,3,93,31,22,153480,4950.967741935484,0.7096774193548387,2,10,0.2,10.333333333333334,42.63333333333333,0.17757009345794392,0.09345794392523364,0.037383177570093455,0.056074766355140186,0.3364485981308411,0.06542056074766354,0.0,0.42990654205607476,0.037383177570093455,0.056074766355140186,0.056074766355140186,0.056074766355140186,0.04672897196261682,0.22429906542056074,0.14018691588785046,0.205607476635514,0.07476635514018691,0.028037383177570093
29,108,108,3.5833333333333335,2000-12-29,2000-12-30,790,0,2,110,35,25,170300,4865.714285714285,0.7142857142857143,2,1,2.0,17.5,47.30555555555556,0.8333333333333334,0.26851851851851855,0.009259259259259259,0.0,0.10185185185185185,0.07407407407407407,0.0,0.2222222222222222,0.027777777777777776,0.018518518518518517,0.06481481481481481,0.009259259259259259,0.009259259259259259,0.08333333333333333,0.26851851851851855,0.3148148148148148,0.1574074074074074,0.027777777777777776
30,43,43,3.488372093023256,2000-12-29,2000-12-29,790,0,1,42,14,9,75613,5400.928571428572,0.6428571428571429,1,1,1.0,14.0,21.003611111111113,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.18604651162790697,0.13953488372093023,0.046511627906976744,0.627906976744186,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.13953488372093023,0.06976744186046512,0.16279069767441862,0.046511627906976744,0.0
31,119,119,3.73109243697479,2000-12-29,2000-12-29,790,0,1,97,32,22,157514,4922.3125,0.6875,1,1,1.0,32.0,43.75388888888889,0.13445378151260504,0.09243697478991597,0.025210084033613446,0.05042016806722689,0.8907563025210085,0.058823529411764705,0.008403361344537815,0.17647058823529413,0.01680672268907563,0.0,0.05042016806722689,0.058823529411764705,0.025210084033613446,0.18487394957983194,0.06722689075630252,0.04201680672268908,0.04201680672268908,0.04201680672268908
32,48,48,3.625,2000-12-29,2000-12-29,790,0,2,49,19,9,79240,4170.526315789473,0.47368421052631576,1,1,1.0,9.5,22.011111111111113,0.14583333333333334,0.041666666666666664,0.08333333333333333,0.0625,0.2708333333333333,0.10416666666666667,0.0,0.4375,0.020833333333333332,0.020833333333333332,0.0,0.0625,0.020833333333333332,0.1875,0.10416666666666667,0.4583333333333333,0.08333333333333333,0.020833333333333332
33,391,391,3.498721227621483,2000-12-29,2001-01-08,780,10,3,346,120,73,591848,4932.066666666667,0.6083333333333333,3,10,0.3,40.0,164.40222222222224,0.17902813299232737,0.09462915601023018,0.010230179028132993,0.04603580562659847,0.21227621483375958,0.09462915601023018,0.0076726342710997444,0.41687979539641945,0.017902813299232736,0.028132992327365727,0.13554987212276215,0.043478260869565216,0.043478260869565216,0.10997442455242967,0.12020460358056266,0.22506393861892582,0.058823529411764705,0.030690537084398978
34,164,164,3.8658536585365852,2000-12-29,2000-12-29,791,0,1,174,62,41,309652,4994.387096774193,0.6612903225806451,1,1,1.0,62.0,86.01444444444445,0.10365853658536585,0.07926829268292683,0.03048780487804878,0.054878048780487805,0.7317073170731707,0.03048780487804878,0.0,0.25,0.024390243902439025,0.0,0.0975609756097561,0.024390243902439025,0.018292682926829267,0.3780487804878049,0.042682926829268296,0.10975609756097561,0.012195121951219513,0.006097560975609756
35,198,198,3.54040404040404,2000-12-29,2000-12-30,789,1,2,193,69,41,330703,4792.797101449275,0.5942028985507246,2,1,2.0,34.5,91.86194444444445,0.09595959595959595,0.050505050505050504,0.050505050505050504,0.05555555555555555,0.37373737373737376,0.03535353535353535,0.0,0.51010101010101,0.015151515151515152,0.010101010101010102,0.010101010101010102,0.1414141414141414,0.05555555555555555,0.30808080808080807,0.030303030303030304,0.09090909090909091,0.06565656565656566,0.07575757575757576
36,351,351,4.199430199430199,2000-12-29,2002-12-22,68,723,7,378,133,76,612387,4604.413533834587,0.5714285714285714,6,723,0.008298755186721992,19.0,170.1075,0.3504273504273504,0.11965811965811966,0.05698005698005698,0.04843304843304843,0.39316239316239315,0.08831908831908832,0.02849002849002849,0.3162393162393162,0.02564102564102564,0.014245014245014245,0.05128205128205128,0.022792022792022793,0.03418803418803419,0.1396011396011396,0.19373219373219372,0.25925925925925924,0.10826210826210826,0.02849002849002849
37,53,53,3.69811320754717,2000-12-28,2000-12-29,791,0,2,50,14,13,85013,6072.357142857143,0.9285714285714286,2,1,2.0,7.0,23.614722222222223,0.16981132075471697,0.11320754716981132,0.05660377358490566,0.07547169811320754,0.5471698113207547,0.018867924528301886,0.0,0.16981132075471697,0.03773584905660377,0.0,0.07547169811320754,0.1320754716981132,0.018867924528301886,0.7169811320754716,0.07547169811320754,0.07547169811320754,0.09433962264150944,0.0
38,100,100,3.58,2000-12-28,2000-12-28,791,0,1,99,35,17,157003,4485.8,0.4857142857142857,1,1,1.0,35.0,43.61194444444445,0.07,0.04,0.08,0.14,0.49,0.03,0.01,0.44,0.0,0.0,0.0,0.07,0.01,0.61,0.02,0.11,0.02,0.0
39,62,62,3.564516129032258,2000-12-28,2000-12-28,791,0,1,63,20,17,107146,5357.3,0.85,1,1,1.0,20.0,29.762777777777778,0.1935483870967742,0.08064516129032258,0.08064516129032258,0.06451612903225806,0.45161290322580644,0.11290322580645161,0.0,0.2903225806451613,0.0,0.016129032258064516,0.06451612903225806,0.0,0.04838709677419355,0.12903225806451613,0.12903225806451613,0.1935483870967742,0.016129032258064516,0.0
40,96,96,3.4479166666666665,2000-12-28,2000-12-28,791,0,1,83,31,19,142773,4605.580645161291,0.6129032258064516,1,1,1.0,31.0,39.659166666666664,0.5104166666666666,0.6354166666666666,0.010416666666666666,0.10416666666666667,0.17708333333333334,0.020833333333333332,0.0,0.21875,0.09375,0.010416666666666666,0.010416666666666666,0.03125,0.010416666666666666,0.125,0.25,0.10416666666666667,0.4270833333333333,0.020833333333333332
41,25,25,3.48,2000-12-28,2000-12-28,791,0,1,23,8,5,42174,5271.75,0.625,1,1,1.0,8.0,11.715,0.28,0.16,0.08,0.12,0.2,0.0,0.0,0.36,0.08,0.0,0.2,0.04,0.08,0.28,0.24,0.24,0.16,0.0
42,231,231,3.74025974025974,2000-12-28,2000-12-28,791,0,1,194,66,40,316306,4792.515151515152,0.6060606060606061,1,1,1.0,66.0,87.86277777777778,0.5411255411255411,0.29004329004329005,0.017316017316017316,0.047619047619047616,0.2554112554112554,0.0735930735930736,0.004329004329004329,0.1774891774891775,0.09956709956709957,0.004329004329004329,0.05627705627705628,0.012987012987012988,0.021645021645021644,0.08225108225108226,0.5194805194805194,0.24242424242424243,0.05194805194805195,0.017316017316017316
43,24,24,4.125,2000-12-28,2000-12-28,791,0,1,25,8,5,38527,4815.875,0.625,1,1,1.0,8.0,10.701944444444445,0.125,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.625,0.041666666666666664,0.0,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.2916666666666667,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0
44,193,193,3.6321243523316062,2000-12-28,2001-10-30,486,305,3,174,58,37,301497,5198.224137931034,0.6379310344827587,2,305,0.006557377049180328,19.333333333333332,83.74916666666667,0.29015544041450775,0.33678756476683935,0.09326424870466321,0.18134715025906736,0.35751295336787564,0.04145077720207254,0.0,0.18652849740932642,0.12953367875647667,0.010362694300518135,0.14507772020725387,0.08290155440414508,0.05181347150259067,0.15025906735751296,0.23834196891191708,0.16580310880829016,0.046632124352331605,0.010362694300518135
45,297,297,2.946127946127946,2000-12-28,2000-12-28,792,0,1,199,69,41,341449,4948.536231884058,0.5942028985507246,1,1,1.0,69.0,94.84694444444445,0.04377104377104377,0.06060606060606061,0.026936026936026935,0.06397306397306397,0.7912457912457912,0.013468013468013467,0.0,0.28619528619528617,0.02356902356902357,0.0,0.016835016835016835,0.050505050505050504,0.016835016835016835,0.5050505050505051,0.04377104377104377,0.04040404040404041,0.02356902356902357,0.020202020202020204
46,41,41,4.219512195121951,2000-12-28,2000-12-28,792,0,1,39,14,9,71594,5113.857142857143,0.6428571428571429,1,1,1.0,14.0,19.88722222222222,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0975609756097561,0.0,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.0,0.8048780487804879,0.0,0.07317073170731707,0.0,0.024390243902439025,0.21951219512195122,0.0,0.0
47,22,22,3.909090909090909,2000-12-28,2000-12-28,792,0,1,14,4,3,21943,5485.75,0.75,1,1,1.0,4.0,6.095277777777778,0.13636363636363635,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635,0.22727272727272727,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.13636363636363635,0.09090909090909091,0.0
48,598,598,3.068561872909699,2000-12-28,2001-01-02,787,5,6,401,142,72,674373,4749.105633802817,0.5070422535211268,3,2,1.5,23.666666666666668,187.32583333333332,0.3193979933110368,0.19063545150501673,0.06354515050167224,0.1454849498327759,0.4013377926421405,0.043478260869565216,0.005016722408026756,0.25418060200668896,0.05852842809364549,0.006688963210702341,0.03511705685618729,0.061872909698996656,0.038461538461538464,0.14046822742474915,0.17391304347826086,0.15384615384615385,0.08862876254180602,0.04013377926421405
49,108,108,3.712962962962963,2000-12-28,2001-01-06,782,9,2,78,27,17,134024,4963.851851851852,0.6296296296296297,2,9,0.2222222222222222,13.5,37.22888888888889,0.5925925925925926,0.25,0.2222222222222222,0.17592592592592593,0.14814814814814814,0.12037037037037036,0.009259259259259259,0.2037037037037037,0.027777777777777776,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.027777777777777776,0.09259259259259259,0.25,0.26851851851851855,0.09259259259259259,0.0
50,43,43,3.0697674418604652,2000-12-27,2000-12-27,792,0,1,33,12,7,62036,5169.666666666667,0.5833333333333334,1,1,1.0,12.0,17.232222222222223,0.18604651162790697,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.3488372093023256,0.046511627906976744,0.0,0.37209302325581395,0.0,0.0,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.16279069767441862,0.09302325581395349,0.18604651162790697,0.023255813953488372,0.023255813953488372
51,40,40,3.825,2000-12-27,2000-12-27,792,0,1,38,14,9,68767,4911.928571428572,0.6428571428571429,1,1,1.0,14.0,19.101944444444445,0.05,0.0,0.125,0.15,0.65,0.025,0.0,0.325,0.0,0.025,0.075,0.05,0.025,0.175,0.075,0.15,0.0,0.0
52,79,79,3.5569620253164556,2000-12-27,2000-12-27,792,0,1,72,23,15,102874,4472.782608695652,0.6521739130434783,1,1,1.0,23.0,28.57611111111111,0.7974683544303798,0.17721518987341772,0.0,0.0,0.24050632911392406,0.10126582278481013,0.0,0.26582278481012656,0.012658227848101266,0.0,0.06329113924050633,0.0,0.05063291139240506,0.10126582278481013,0.13924050632911392,0.4177215189873418,0.08860759493670886,0.0379746835443038
53,684,684,4.2368421052631575,2000-12-27,2000-12-28,792,0,4,688,235,155,1208399,5142.123404255319,0.6595744680851063,2,1,2.0,58.75,335.6663888888889,0.22807017543859648,0.12719298245614036,0.049707602339181284,0.0847953216374269,0.2412280701754386,0.08771929824561403,0.0014619883040935672,0.4298245614035088,0.06140350877192982,0.014619883040935672,0.12719298245614036,0.06578947368421052,0.05263157894736842,0.14181286549707603,0.19883040935672514,0.22953216374269006,0.05263157894736842,0.014619883040935672
54,40,40,4.025,2000-12-27,2000-12-27,792,0,1,40,15,5,63328,4221.866666666667,0.3333333333333333,1,1,1.0,15.0,17.59111111111111,0.05,0.025,0.025,0.075,0.9,0.05,0.0,0.275,0.025,0.0,0.025,0.025,0.025,0.1,0.05,0.025,0.025,0.1
55,25,25,4.12,2000-12-27,2000-12-27,792,0,3,27,10,7,51563,5156.3,0.7,1,1,1.0,3.3333333333333335,14.323055555555555,0.12,0.04,0.12,0.16,0.12,0.12,0.04,0.52,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.28,0.16,0.04
56,67,67,3.970149253731343,2000-12-27,2000-12-27,792,0,1,62,22,14,114992,5226.909090909091,0.6363636363636364,1,1,1.0,22.0,31.942222222222224,0.11940298507462686,0.0,0.07462686567164178,0.08955223880597014,0.40298507462686567,0.1791044776119403,0.014925373134328358,0.47761194029850745,0.0,0.014925373134328358,0.0,0.029850746268656716,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.23880597014925373,0.13432835820895522,0.0
57,64,64,2.90625,2000-12-27,2000-12-27,793,0,1,43,15,8,67117,4474.466666666666,0.5333333333333333,1,1,1.0,15.0,18.64361111111111,0.28125,0.15625,0.09375,0.109375,0.34375,0.09375,0.0,0.296875,0.0,0.0,0.140625,0.0625,0.015625,0.015625,0.140625,0.171875,0.078125,0.0
58,437,437,3.9725400457665905,2000-12-27,2000-12-27,792,0,1,432,154,98,772666,5017.311688311688,0.6363636363636364,1,1,1.0,154.0,214.62944444444443,0.37757437070938216,0.1853546910755149,0.04805491990846682,0.07322654462242563,0.2654462242562929,0.06407322654462243,0.004576659038901602,0.30434782608695654,0.041189931350114416,0.011441647597254004,0.10068649885583524,0.036613272311212815,0.041189931350114416,0.10068649885583524,0.3501144164759725,0.19221967963386727,0.08009153318077804,0.016018306636155607
59,213,213,3.4741784037558685,2000-12-27,2003-01-07,51,741,3,170,57,33,274849,4821.912280701755,0.5789473684210527,2,741,0.002699055330634278,19.0,76.34694444444445,0.08450704225352113,0.056338028169014086,0.014084507042253521,0.03286384976525822,0.24882629107981222,0.051643192488262914,0.004694835680751174,0.539906103286385,0.009389671361502348,0.04225352112676056,0.03755868544600939,0.14084507042253522,0.051643192488262914,0.29107981220657275,0.07511737089201878,0.09859154929577464,0.1267605633802817,0.028169014084507043
60,70,70,3.414285714285714,2000-12-27,2000-12-27,793,0,1,55,18,12,93015,5167.5,0.6666666666666666,1,1,1.0,18.0,25.8375,0.32857142857142857,0.4142857142857143,0.02857142857142857,0.11428571428571428,0.37142857142857144,0.11428571428571428,0.0,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.04285714285714286,0.0,0.3,0.15714285714285714,0.17142857142857143,0.2714285714285714,0.05714285714285714,0.02857142857142857
61,36,36,2.7777777777777777,2000-12-27,2000-12-27,793,0,1,28,10,7,50837,5083.7,0.7,1,1,1.0,10.0,14.12138888888889,0.4166666666666667,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.3611111111111111,0.05555555555555555,0.0,0.1388888888888889,0.027777777777777776,0.0,0.1111111111111111,0.0,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.027777777777777776,0.0
